payment_id,loan_id,payment_amount,payment_date
213,LON_089,"16,673.63",2025-11-11
214,LON_089,"16,431.79",2025-12-09
215,LON_090,"54,161.31",2023-01-17
216,LON_090,"55,332.24",2023-02-13
217,LON_091,"16,994.45",2025-02-15
218,LON_091,"17,337.48",2025-03-16
219,LON_091,"17,337.48",2025-04-18
220,LON_091,"17,337.48",2025-05-17
221,LON_092,"27,603.47",2023-12-20
222,LON_092,"27,603.47",2024-01-20
223,LON_092,"27,603.47",2024-02-21
224,LON_093,"21,167.00",2020-12-16
225,LON_093,"21,167.00",2021-01-14
226,LON_093,"21,410.92",2021-02-13
227,LON_095,"6,601.80",2024-03-24
228,LON_095,"6,601.80",2024-05-21
229,LON_095,"6,601.80",2024-07-22
230,LON_096,"28,481.78",2022-11-25
231,LON_096,"28,481.78",2022-12-25
232,LON_097,"28,615.27",2019-12-26
233,LON_097,"28,615.27",2020-01-24
234,LON_097,"28,615.27",2020-02-23
235,LON_097,"28,615.27",2020-03-26
236,LON_099,"87,270.20",2021-11-14
237,LON_099,"87,155.40",2021-12-15
238,LON_100,"2,150.03",2020-05-14
239,LON_100,"2,150.03",2020-06-14
240,LON_1000,"18,216.58",2020-08-25
241,LON_1000,"18,216.58",2020-09-24
242,LON_1000,"18,216.58",2020-10-20
243,LON_1000,"18,216.58",2020-11-17
244,LON_1001,"9,554.61",2023-06-04
245,LON_1001,"9,554.61",2023-07-02
246,LON_1002,"10,081.27",2022-06-19
247,LON_1002,"9,878.07",2022-07-17
248,LON_1002,"10,081.27",2022-08-13
249,LON_1002,"10,081.27",2022-09-12
250,LON_1002,"10,081.27",2022-10-08
251,LON_1003,"1,11,736.03",2019-02-26
252,LON_1003,"1,11,736.03",2019-03-27
253,LON_1003,"1,11,736.03",2019-04-29
254,LON_1004,"42,667.52",2025-03-26
255,LON_1004,"42,667.52",2025-04-22
256,LON_1004,"42,667.52",2025-05-20
257,LON_1004,"42,667.52",2025-06-16
258,LON_1004,"42,334.77",2025-07-14
259,LON_1006,"17,445.95",2023-05-17
260,LON_1007,"33,190.58",2020-08-12
261,LON_1007,"33,190.58",2020-09-13
262,LON_1007,"33,190.58",2020-10-11
263,LON_1007,"33,190.58",2020-11-10
264,LON_1007,"33,190.58",2020-12-11
265,LON_101,"31,357.67",2025-11-18
266,LON_101,"31,357.67",2025-12-17
267,LON_101,"31,357.67",2026-01-14
268,LON_101,"31,357.67",2026-02-11
269,LON_101,"31,357.67",2026-03-09
270,LON_1011,"46,921.77",2025-11-19
271,LON_1013,"25,203.38",2024-09-05
272,LON_1013,"25,203.38",2024-10-02
273,LON_1013,"25,203.38",2024-10-31
274,LON_1013,"25,203.38",2024-11-28
275,LON_1013,"25,203.38",2024-12-27
276,LON_1014,"11,812.28",2023-03-11
277,LON_1014,"11,812.28",2023-04-08
278,LON_1014,"11,812.28",2023-05-06
279,LON_1014,"11,812.28",2023-06-03
280,LON_1014,"11,812.28",2023-07-01
281,LON_1015,"28,187.64",2024-06-29
282,LON_1015,"28,187.64",2024-07-29
283,LON_1015,"28,187.64",2024-08-26
284,LON_1015,"28,187.64",2024-09-23
285,LON_1015,"28,187.64",2024-10-19
286,LON_1017,"6,438.84",2024-05-16
287,LON_1017,"6,438.84",2024-06-13
288,LON_1017,"6,401.84",2024-07-15
289,LON_1018,"47,672.07",2019-09-15
290,LON_1018,"47,672.07",2019-10-15
291,LON_1019,"36,530.67",2024-05-18
292,LON_1019,"36,530.67",2024-06-14
293,LON_102,"32,155.50",2019-05-10
294,LON_102,"32,155.50",2019-06-10
295,LON_102,"32,281.98",2019-07-10
296,LON_1020,"21,553.16",2020-12-09
297,LON_1020,"21,553.16",2021-01-09
298,LON_1020,"21,553.16",2021-02-06
299,LON_1021,"53,215.51",2025-05-18
300,LON_1021,"53,215.51",2025-06-18
301,LON_1021,"53,215.51",2025-07-21
302,LON_1021,"53,215.51",2025-08-20
303,LON_1021,"53,215.51",2025-09-20
304,LON_1022,"33,189.14",2022-05-07
305,LON_1022,"33,189.14",2022-06-04
306,LON_1022,"33,189.14",2022-07-02
307,LON_1022,"33,189.14",2022-07-29
308,LON_1025,"54,698.75",2021-01-12
309,LON_1025,"54,698.75",2021-02-13
310,LON_1025,"54,698.75",2021-03-16
311,LON_1025,"54,698.75",2021-04-17
312,LON_1027,"26,900.95",2024-08-10
313,LON_1027,"26,900.95",2024-09-09
314,LON_1027,"26,900.95",2024-10-10
315,LON_1027,"26,900.95",2024-11-08
316,LON_1027,"26,900.95",2024-12-09
317,LON_1028,"31,056.01",2020-12-05
318,LON_1028,"31,056.01",2021-01-03
319,LON_1028,"31,056.01",2021-01-29
320,LON_1028,"31,056.01",2021-02-26
321,LON_1028,"31,120.69",2021-03-28
322,LON_1028,"31,056.01",2021-04-23
323,LON_1029,"57,602.92",2020-05-18
324,LON_1029,"57,365.05",2020-06-14
325,LON_1029,"57,365.05",2020-07-11
326,LON_1029,"57,365.05",2020-08-10
327,LON_1029,"57,365.05",2020-09-06
328,LON_1029,"57,365.05",2020-10-04
329,LON_1029,"57,365.05",2020-10-31
330,LON_103,"67,197.59",2021-04-18
331,LON_103,"67,197.59",2021-05-19
332,LON_103,"67,197.59",2021-06-18
333,LON_1030,"18,524.47",2025-01-07
334,LON_1030,"18,594.67",2025-02-07
335,LON_1030,"18,594.67",2025-03-10
336,LON_1030,"18,594.67",2025-04-07
337,LON_1031,"42,941.63",2025-01-09
338,LON_1031,"42,792.51",2025-02-07
339,LON_1031,"42,792.51",2025-03-09
340,LON_1031,"42,792.51",2025-04-08
341,LON_1031,"43,458.99",2025-05-10
342,LON_1032,"9,343.89",2022-08-24
343,LON_1032,"9,374.97",2022-09-25
344,LON_1033,"82,554.82",2023-01-07
345,LON_1033,"80,237.17",2023-02-06
346,LON_1033,"82,554.82",2023-03-10
347,LON_1033,"82,554.82",2023-04-08
348,LON_1034,"87,174.07",2022-01-28
349,LON_1034,"87,174.07",2022-02-27
350,LON_1034,"87,588.13",2022-03-31
351,LON_1034,"87,174.07",2022-04-30
352,LON_1034,"87,174.07",2022-05-28
353,LON_1035,"42,192.67",2021-10-08
354,LON_1035,"42,192.67",2021-11-06
355,LON_1035,"42,192.67",2021-12-05
356,LON_1036,"15,613.56",2025-03-21
357,LON_1036,"15,754.48",2025-04-21
358,LON_1037,"6,505.02",2024-12-29
359,LON_1037,"6,505.02",2025-02-27
360,LON_1037,"6,505.02",2025-04-28
361,LON_1037,"6,620.18",2025-06-26
362,LON_1038,"75,500.73",2021-04-06
363,LON_1038,"75,500.73",2021-06-04
364,LON_1038,"75,500.73",2021-08-05
365,LON_1038,"75,500.73",2021-10-04
366,LON_1039,"18,962.52",2021-06-28
367,LON_1039,"18,962.52",2021-07-28
368,LON_1039,"18,962.52",2021-08-29
369,LON_1039,"18,962.52",2021-09-29
370,LON_1040,"20,497.78",2023-04-04
371,LON_1040,"20,497.78",2023-05-04
372,LON_1040,"20,497.78",2023-05-31
373,LON_1040,"20,497.78",2023-06-28
374,LON_1041,"16,793.36",2019-11-25
375,LON_1041,"16,793.36",2019-12-26
376,LON_1041,"16,793.36",2020-01-25
377,LON_1042,"29,100.09",2022-09-01
378,LON_1042,"28,376.72",2022-10-04
379,LON_1042,"28,658.95",2022-11-02
380,LON_1042,"28,376.72",2022-12-04
381,LON_1042,"28,376.72",2023-01-05
382,LON_1042,"28,376.72",2023-02-05
383,LON_1043,"34,308.73",2023-06-04
384,LON_1043,"34,308.73",2023-07-04
385,LON_1043,"34,308.73",2023-07-30
386,LON_1043,"34,308.73",2023-08-28
387,LON_1043,"34,308.73",2023-09-24
388,LON_1044,"15,158.78",2019-10-29
389,LON_1044,"15,037.91",2019-11-28
390,LON_1044,"15,158.78",2019-12-29
391,LON_1046,"22,892.12",2024-01-13
392,LON_1046,"22,892.12",2024-02-13
393,LON_1046,"22,892.12",2024-03-15
394,LON_1046,"22,532.90",2024-04-13
395,LON_1046,"22,892.12",2024-05-15
396,LON_1046,"22,873.48",2024-06-15
397,LON_1047,"4,570.38",2024-02-09
398,LON_1047,"4,570.38",2024-03-10
399,LON_105,"63,565.72",2023-11-05
400,LON_105,"64,198.88",2023-12-08
401,LON_1050,"40,640.49",2019-11-04
402,LON_1050,"40,640.49",2019-12-06
403,LON_1050,"40,640.49",2020-01-03
404,LON_1050,"40,640.49",2020-02-02
405,LON_1051,"2,326.49",2024-07-13
406,LON_1051,"2,336.70",2024-08-10
407,LON_1051,"2,326.49",2024-09-10
408,LON_1052,"31,597.86",2022-06-19
409,LON_1052,"31,597.86",2022-07-19
410,LON_1053,"30,212.35",2025-01-21
411,LON_1053,"30,212.35",2025-02-23
412,LON_1054,"16,021.26",2021-05-12
413,LON_1054,"16,021.26",2021-06-12
414,LON_1054,"16,021.26",2021-07-13
415,LON_1058,"3,413.23",2025-01-22
416,LON_1058,"3,413.23",2025-02-20
417,LON_1060,"13,728.21",2025-02-18
418,LON_1060,"13,728.21",2025-03-18
419,LON_1060,"13,728.21",2025-04-14
420,LON_1061,"1,19,234.38",2020-08-26
421,LON_1061,"1,19,234.38",2020-09-24
422,LON_1061,"1,19,234.38",2020-10-24
423,LON_1061,"1,19,234.38",2020-11-24
424,LON_1062,"11,660.10",2021-10-18
425,LON_1062,"11,660.10",2021-11-16
426,LON_1062,"11,660.10",2021-12-16
427,LON_1062,"11,660.10",2022-01-15
428,LON_1062,"11,467.58",2022-02-13
429,LON_1063,"12,490.04",2020-02-21
430,LON_1064,"24,060.32",2020-04-05
431,LON_1064,"24,060.32",2020-05-01
432,LON_1065,"30,508.29",2021-05-23
433,LON_1065,"30,508.29",2021-06-21
434,LON_1065,"30,508.29",2021-07-18
435,LON_1066,"46,751.69",2022-09-08
436,LON_1066,"46,751.69",2022-10-08
437,LON_1066,"46,751.69",2022-11-07
438,LON_1066,"46,751.69",2022-12-06
439,LON_1066,"46,751.69",2023-01-07
440,LON_1066,"46,751.69",2023-02-04
441,LON_1066,"46,751.69",2023-03-06
442,LON_1067,"48,947.81",2021-06-22
443,LON_1067,"50,248.16",2021-07-24
444,LON_1067,"50,248.16",2021-08-21
445,LON_1068,"21,189.84",2023-10-02
446,LON_1068,"21,189.84",2023-11-03
447,LON_1068,"21,189.84",2023-12-03
448,LON_1068,"21,189.84",2024-01-04
449,LON_1069,"21,382.51",2025-08-25
450,LON_107,"40,516.13",2020-10-13
451,LON_107,"40,516.13",2020-11-11
452,LON_107,"40,516.13",2020-12-10
453,LON_1070,"28,445.90",2020-10-27
454,LON_1070,"28,445.90",2020-11-26
455,LON_1070,"28,445.90",2020-12-26
456,LON_1070,"28,445.90",2021-01-27
457,LON_1072,"80,571.10",2020-06-22
458,LON_1072,"80,571.10",2020-07-20
459,LON_1072,"79,164.44",2020-08-17
460,LON_1075,"35,442.09",2025-01-15
461,LON_1075,"35,442.09",2025-02-15
462,LON_1075,"35,442.09",2025-03-20
463,LON_1076,"33,228.52",2021-07-17
464,LON_1076,"33,228.52",2021-08-14
465,LON_1077,"37,583.26",2020-05-15
466,LON_1079,"19,700.96",2022-11-09
467,LON_1079,"19,700.96",2022-12-10
468,LON_1079,"19,700.96",2023-01-08
469,LON_1079,"19,700.96",2023-02-08
470,LON_1080,"19,359.02",2020-11-24
471,LON_1080,"19,359.02",2020-12-25
472,LON_1081,"25,086.82",2024-02-02
473,LON_1081,"25,086.82",2024-03-03
474,LON_1081,"25,086.82",2024-04-02
475,LON_1081,"25,086.82",2024-05-03
476,LON_1081,"24,973.55",2024-06-01
477,LON_1082,"8,319.94",2020-05-08
478,LON_1082,"8,319.94",2020-06-03
479,LON_1082,"8,401.43",2020-07-01
480,LON_1085,"42,385.30",2021-03-30
481,LON_1085,"42,385.30",2021-04-30
482,LON_1085,"42,385.30",2021-05-31
483,LON_1085,"42,385.30",2021-06-30
484,LON_1085,"42,385.30",2021-08-01
485,LON_1085,"42,385.30",2021-09-02
486,LON_1086,"25,007.82",2019-10-13
487,LON_1086,"24,385.19",2019-11-11
488,LON_1086,"25,007.82",2019-12-10
489,LON_1086,"25,007.82",2020-01-09
490,LON_1087,"6,944.37",2022-12-03
491,LON_1088,"19,854.99",2025-12-07
492,LON_1088,"19,854.99",2026-01-05
493,LON_1088,"19,854.99",2026-02-01
494,LON_1088,"19,854.99",2026-03-02
495,LON_1089,"50,667.71",2024-12-15
496,LON_1089,"49,274.71",2025-01-11
497,LON_1090,"35,564.60",2022-03-23
498,LON_1090,"35,564.60",2022-04-24
499,LON_1090,"35,564.60",2022-05-23
500,LON_1091,"33,655.67",2023-12-02
501,LON_1091,"33,655.67",2024-01-02
502,LON_1091,"33,655.67",2024-02-01
503,LON_1091,"33,655.67",2024-03-01
504,LON_1093,"49,955.88",2023-11-12
505,LON_1093,"49,578.22",2023-12-13
506,LON_1093,"49,578.22",2024-01-13
507,LON_1094,"17,113.63",2024-03-13
508,LON_1094,"16,626.56",2024-04-10
509,LON_1094,"16,626.56",2024-05-12
510,LON_1094,"16,626.56",2024-06-09
511,LON_1095,"9,069.76",2023-08-20
512,LON_1095,"9,069.76",2023-09-20
513,LON_1095,"9,069.76",2023-10-22
514,LON_1095,"9,069.76",2023-11-20
515,LON_1095,"9,069.76",2023-12-21
516,LON_1098,"20,373.46",2021-02-28
517,LON_1098,"20,373.46",2021-03-28
518,LON_1098,"20,373.46",2021-04-27
519,LON_110,"29,234.65",2025-11-30
520,LON_110,"29,234.65",2025-12-29
521,LON_110,"29,234.65",2026-01-26
522,LON_110,"29,234.65",2026-02-23
523,LON_110,"29,234.65",2026-03-24
524,LON_110,"29,234.65",2026-04-21
525,LON_110,"29,234.65",2026-05-17
526,LON_1100,"48,593.23",2022-02-03
527,LON_1101,"80,328.68",2022-11-18
528,LON_1101,"80,328.68",2022-12-17
529,LON_1101,"79,291.25",2023-01-13
530,LON_1101,"80,328.68",2023-02-11
531,LON_1101,"80,328.68",2023-03-10
532,LON_1101,"80,328.68",2023-04-08
533,LON_1103,"17,271.93",2025-05-19
534,LON_1103,"17,271.93",2025-06-18
535,LON_1103,"17,271.93",2025-07-19
536,LON_1103,"17,271.93",2025-08-18
537,LON_1105,"58,300.33",2021-06-09
538,LON_1106,"26,456.01",2022-03-01
539,LON_1106,"26,456.01",2022-03-31
540,LON_1107,"16,405.00",2020-07-01
541,LON_1107,"16,405.00",2020-07-29
542,LON_1107,"16,405.00",2020-08-27
543,LON_111,"2,861.12",2021-06-06
544,LON_111,"2,861.12",2021-07-03
545,LON_111,"2,861.12",2021-08-01
546,LON_111,"2,861.12",2021-08-28
547,LON_1110,"4,051.16",2019-12-25
548,LON_1110,"4,051.16",2020-01-26
549,LON_1110,"4,051.16",2020-02-24
550,LON_1111,"17,674.00",2021-05-10
551,LON_1111,"17,674.00",2021-06-06
552,LON_1115,"18,286.69",2025-10-07
553,LON_1115,"18,286.69",2025-11-06
554,LON_1115,"18,286.69",2025-12-06
555,LON_1115,"18,286.69",2026-01-04
556,LON_1116,"32,510.76",2022-07-03
557,LON_1116,"33,188.58",2022-08-03
558,LON_1116,"32,510.76",2022-09-02
559,LON_1116,"32,510.76",2022-10-02
560,LON_1116,"32,510.76",2022-11-02
561,LON_1118,"16,194.96",2020-11-21
562,LON_1118,"15,736.50",2020-12-23
563,LON_1118,"15,736.50",2021-01-22
564,LON_1118,"15,736.50",2021-02-20
565,LON_1119,"10,912.44",2020-10-06
566,LON_1119,"10,912.44",2020-11-04
567,LON_1119,"10,912.44",2020-12-04
568,LON_112,"12,867.00",2022-03-15
569,LON_112,"12,867.00",2022-04-14
570,LON_112,"12,867.00",2022-05-10
571,LON_112,"12,867.00",2022-06-08
572,LON_1121,"17,163.73",2022-08-17
573,LON_1121,"17,163.73",2022-09-15
574,LON_1121,"17,163.73",2022-10-18
575,LON_1121,"16,655.52",2022-11-16
576,LON_1122,"28,670.13",2022-06-16
577,LON_1122,"28,670.13",2022-07-14
578,LON_1122,"28,670.13",2022-08-13
579,LON_1123,"24,485.21",2024-03-24
580,LON_1123,"24,485.21",2024-04-25
581,LON_1123,"24,485.21",2024-05-24
582,LON_1123,"24,485.21",2024-06-25
583,LON_1123,"24,485.21",2024-07-26
584,LON_1128,"51,341.78",2021-04-26
585,LON_1128,"50,865.50",2021-05-25
586,LON_1128,"50,865.50",2021-06-24
587,LON_1128,"50,865.50",2021-07-24
588,LON_1128,"50,865.50",2021-08-24
589,LON_1128,"52,391.02",2021-09-21
590,LON_113,"21,597.55",2023-08-27
591,LON_113,"21,817.48",2023-09-25
592,LON_1130,"25,774.60",2024-11-05
593,LON_1130,"25,774.60",2024-12-06
594,LON_1130,"25,774.60",2025-01-03
595,LON_1130,"26,544.91",2025-02-02
596,LON_1130,"26,547.15",2025-03-06
597,LON_1130,"25,774.60",2025-04-04
598,LON_1130,"25,774.60",2025-05-03
599,LON_1132,"23,986.40",2023-04-13
600,LON_1132,"23,790.30",2023-05-14
601,LON_1133,"12,159.02",2025-05-16
602,LON_1133,"12,159.02",2025-06-13
603,LON_1133,"12,159.02",2025-07-10
604,LON_1135,"37,300.60",2023-09-13
605,LON_1135,"37,300.60",2023-10-13
606,LON_1135,"38,102.38",2023-11-08
607,LON_1135,"37,300.60",2023-12-06
608,LON_1136,"75,117.59",2024-05-27
609,LON_1136,"75,117.59",2024-06-25
610,LON_1139,"16,008.11",2019-07-29
611,LON_1139,"16,008.11",2019-08-28
612,LON_114,"48,465.79",2024-07-22
613,LON_114,"48,465.79",2024-08-22
614,LON_1140,"44,927.60",2021-08-06
615,LON_1140,"44,927.60",2021-09-06
616,LON_1140,"44,927.60",2021-10-06
617,LON_1144,"37,841.46",2024-05-19
618,LON_1144,"37,841.46",2024-06-17
619,LON_1144,"37,841.46",2024-07-15
620,LON_1144,"37,841.46",2024-08-10
621,LON_1146,"25,738.32",2020-11-27
622,LON_1146,"25,738.32",2020-12-24
623,LON_1146,"25,738.32",2021-01-23
624,LON_1148,"22,862.11",2026-02-27
625,LON_1148,"22,862.11",2026-03-29
626,LON_1149,"4,561.89",2022-08-06
627,LON_1149,"4,561.89",2022-09-02
628,LON_1149,"4,561.89",2022-10-01
629,LON_115,"5,172.60",2021-10-13
630,LON_115,"5,161.38",2021-11-10
631,LON_115,"5,090.80",2021-12-10
632,LON_1150,"16,207.55",2025-07-20
633,LON_1150,"16,207.55",2025-08-21
634,LON_1150,"16,207.55",2025-09-20
635,LON_1152,"27,756.85",2024-09-09
636,LON_1152,"28,569.54",2024-10-09
637,LON_1152,"28,569.54",2024-11-11
638,LON_1152,"28,569.54",2024-12-10
639,LON_1152,"28,569.54",2025-01-10
640,LON_1152,"28,569.54",2025-02-12
641,LON_1153,"9,794.07",2024-12-19
642,LON_1153,"9,794.07",2025-01-16
643,LON_1153,"9,794.07",2025-02-12
644,LON_1153,"9,794.07",2025-03-13
645,LON_1153,"9,794.07",2025-04-10
646,LON_1154,"46,644.94",2024-03-19
